question_id,prompt,correct_answer,naive_answer,as_of_day,subject,domain
ambig_doc_15_52,"As of day 52, what is currently true about doc_15 in fast?",v6,v49,52,doc_15,fast
ambig_status_14_57,"As of day 57, what is currently true about status_14 in fast?",v37,v40,57,status_14,fast
ambig_pricing_3_52,"As of day 52, what is currently true about pricing_3 in medium?",v25,v28,52,pricing_3,medium
ambig_docs_4_18,"As of day 18, what is currently true about docs_4 in fast?",v10,v49,18,docs_4,fast
ambig_doc_0_51,"As of day 51, what is currently true about doc_0 in fast?",v3,v49,51,doc_0,fast
ambig_status_23_17,"As of day 17, what is currently true about status_23 in fast?",v14,v43,17,status_23,fast
ambig_sts_23_18,"As of day 18, what is currently true about sts_23 in fast?",v8,v47,18,sts_23,fast
ambig_status_7_43,"As of day 43, what is currently true about status_7 in fast?",v27,v40,43,status_7,fast
ambig_status_23_27,"As of day 27, what is currently true about status_23 in fast?",v19,v43,27,status_23,fast
ambig_pricing_1_40,"As of day 40, what is currently true about pricing_1 in medium?",v18,v27,40,pricing_1,medium
ambig_status_26_40,"As of day 40, what is currently true about status_26 in fast?",v30,v48,40,status_26,fast
ambig_doc_0_42,"As of day 42, what is currently true about doc_0 in fast?",v3,v49,42,doc_0,fast
ambig_incident_11_2,"As of day 2, what is currently true about incident_11 in fast?",v2,v34,2,incident_11,fast
ambig_incident_23_1,"As of day 1, what is currently true about incident_23 in fast?",v1,v35,1,incident_23,fast
ambig_status_5_15,"As of day 15, what is currently true about status_5 in fast?",v12,v40,15,status_5,fast
ambig_api_6_47,"As of day 47, what is currently true about api_6 in medium?",v4,v29,47,api_6,medium
ambig_status_20_12,"As of day 12, what is currently true about status_20 in fast?",v11,v37,12,status_20,fast
ambig_sts_4_47,"As of day 47, what is currently true about sts_4 in fast?",v1,v51,47,sts_4,fast
ambig_spec_15_18,"As of day 18, what is currently true about spec_15 in slow?",v8,v20,18,spec_15,slow
ambig_model_7_6,"As of day 6, what is currently true about model_7 in medium?",v2,v20,6,model_7,medium
ambig_incident_9_53,"As of day 53, what is currently true about incident_9 in fast?",v35,v37,53,incident_9,fast
ambig_docs_6_43,"As of day 43, what is currently true about docs_6 in fast?",v21,v28,43,docs_6,fast
ambig_docs_6_44,"As of day 44, what is currently true about docs_6 in fast?",v31,v28,44,docs_6,fast
ambig_model_29_44,"As of day 44, what is currently true about model_29 in medium?",v21,v24,44,model_29,medium
ambig_incident_3_8,"As of day 8, what is currently true about incident_3 in fast?",v5,v36,8,incident_3,fast
ambig_sts_24_20,"As of day 20, what is currently true about sts_24 in fast?",v2,v47,20,sts_24,fast
ambig_status_24_44,"As of day 44, what is currently true about status_24 in fast?",v28,v47,44,status_24,fast
ambig_sts16_57,"As of day 57, what is currently true about sts16 in fast?",v1,v47,57,sts16,fast
ambig_spec_17_48,"As of day 48, what is currently true about spec_17 in slow?",v11,v12,48,spec_17,slow
ambig_sts_2_28,"As of day 28, what is currently true about sts_2 in fast?",v2,v47,28,sts_2,fast
ambig_pricing_10_27,"As of day 27, what is currently true about pricing_10 in medium?",v11,v24,27,pricing_10,medium
ambig_model_11_40,"As of day 40, what is currently true about model_11 in medium?",v19,v31,40,model_11,medium
ambig_inc_11_2,"As of day 2, what is currently true about inc_11 in fast?",v2,v41,2,inc_11,fast
ambig_docs_19_53,"As of day 53, what is currently true about docs_19 in fast?",v33,v37,53,docs_19,fast
ambig_status_21_53,"As of day 53, what is currently true about status_21 in fast?",v42,v48,53,status_21,fast
ambig_model_4_32,"As of day 32, what is currently true about model_4 in medium?",v18,v29,32,model_4,medium
ambig_sts12_19,"As of day 19, what is currently true about sts12 in fast?",v1,v42,19,sts12,fast
ambig_sts11_2,"As of day 2, what is currently true about sts11 in fast?",v1,v42,2,sts11,fast
ambig_docs_18_17,"As of day 17, what is currently true about docs_18 in fast?",v12,v33,17,docs_18,fast
ambig_status_9_41,"As of day 41, what is currently true about status_9 in fast?",v27,v42,41,status_9,fast
ambig_incident_12_31,"As of day 31, what is currently true about incident_12 in fast?",v19,v41,31,incident_12,fast
ambig_status_2_44,"As of day 44, what is currently true about status_2 in fast?",v31,v38,44,status_2,fast
ambig_incident_14_8,"As of day 8, what is currently true about incident_14 in fast?",v6,v45,8,incident_14,fast
ambig_prc_7_53,"As of day 53, what is currently true about prc_7 in medium?",v2,v11,53,prc_7,medium
ambig_doc_17_8,"As of day 8, what is currently true about doc_17 in fast?",v3,v43,8,doc_17,fast
ambig_sts1_55,"As of day 55, what is currently true about sts1 in fast?",v1,v44,55,sts1,fast
ambig_inc_10_3,"As of day 3, what is currently true about inc_10 in fast?",v3,v50,3,inc_10,fast
ambig_spec_0_43,"As of day 43, what is currently true about spec_0 in slow?",v2,v14,43,spec_0,slow
ambig_incident_21_21,"As of day 21, what is currently true about incident_21 in fast?",v17,v39,21,incident_21,fast
ambig_doc_10_43,"As of day 43, what is currently true about doc_10 in fast?",v6,v50,43,doc_10,fast
ambig_pricing_13_41,"As of day 41, what is currently true about pricing_13 in medium?",v16,v20,41,pricing_13,medium
ambig_api_7_24,"As of day 24, what is currently true about api_7 in medium?",v4,v23,24,api_7,medium
ambig_doc_18_35,"As of day 35, what is currently true about doc_18 in fast?",v1,v49,35,doc_18,fast
ambig_status_22_57,"As of day 57, what is currently true about status_22 in fast?",v36,v38,57,status_22,fast
ambig_api4_22,"As of day 22, what is currently true about api4 in medium?",v1,v20,22,api4,medium
ambig_inc_2_28,"As of day 28, what is currently true about inc_2 in fast?",v15,v49,28,inc_2,fast
ambig_incident_28_21,"As of day 21, what is currently true about incident_28 in fast?",v15,v45,21,incident_28,fast
ambig_model_10_56,"As of day 56, what is currently true about model_10 in medium?",v28,v30,56,model_10,medium
ambig_status_13_31,"As of day 31, what is currently true about status_13 in fast?",v13,v50,31,status_13,fast
ambig_sts14_51,"As of day 51, what is currently true about sts14 in fast?",v1,v43,51,sts14,fast
ambig_status_24_12,"As of day 12, what is currently true about status_24 in fast?",v9,v47,12,status_24,fast
ambig_spec_3_17,"As of day 17, what is currently true about spec_3 in slow?",v1,v7,17,spec_3,slow
ambig_inc_3_43,"As of day 43, what is currently true about inc_3 in fast?",v3,v46,43,inc_3,fast
ambig_docs_13_33,"As of day 33, what is currently true about docs_13 in fast?",v29,v42,33,docs_13,fast
ambig_incident_21_9,"As of day 9, what is currently true about incident_21 in fast?",v7,v39,9,incident_21,fast
ambig_doc_0_18,"As of day 18, what is currently true about doc_0 in fast?",v3,v49,18,doc_0,fast
ambig_pricing_7_27,"As of day 27, what is currently true about pricing_7 in medium?",v9,v18,27,pricing_7,medium
ambig_incident_12_38,"As of day 38, what is currently true about incident_12 in fast?",v24,v41,38,incident_12,fast
ambig_docs_19_10,"As of day 10, what is currently true about docs_19 in fast?",v8,v37,10,docs_19,fast
ambig_hardware_12_58,"As of day 58, what is currently true about hardware_12 in slow?",v14,v15,58,hardware_12,slow
ambig_hardware_15_52,"As of day 52, what is currently true about hardware_15 in slow?",v16,v18,52,hardware_15,slow
ambig_hardware_4_16,"As of day 16, what is currently true about hardware_4 in slow?",v2,v14,16,hardware_4,slow
ambig_pricing_7_23,"As of day 23, what is currently true about pricing_7 in medium?",v8,v18,23,pricing_7,medium
ambig_incident_22_38,"As of day 38, what is currently true about incident_22 in fast?",v20,v34,38,incident_22,fast
ambig_model_17_46,"As of day 46, what is currently true about model_17 in medium?",v16,v24,46,model_17,medium
ambig_model_1_21,"As of day 21, what is currently true about model_1 in medium?",v7,v21,21,model_1,medium
ambig_mdl_12_12,"As of day 12, what is currently true about mdl_12 in medium?",v2,v20,12,mdl_12,medium
ambig_incident_11_23,"As of day 23, what is currently true about incident_11 in fast?",v15,v34,23,incident_11,fast
ambig_doc_15_59,"As of day 59, what is currently true about doc_15 in fast?",v6,v49,59,doc_15,fast
ambig_api_6_52,"As of day 52, what is currently true about api_6 in medium?",v4,v29,52,api_6,medium
ambig_doc_7_3,"As of day 3, what is currently true about doc_7 in fast?",v1,v50,3,doc_7,fast
ambig_docs_3_38,"As of day 38, what is currently true about docs_3 in fast?",v17,v42,38,docs_3,fast
ambig_sts19_22,"As of day 22, what is currently true about sts19 in fast?",v1,v50,22,sts19,fast
ambig_sts_7_40,"As of day 40, what is currently true about sts_7 in fast?",v2,v51,40,sts_7,fast
ambig_sts_1_19,"As of day 19, what is currently true about sts_1 in fast?",v2,v52,19,sts_1,fast
ambig_prc_8_26,"As of day 26, what is currently true about prc_8 in medium?",v1,v14,26,prc_8,medium
ambig_hardware_2_39,"As of day 39, what is currently true about hardware_2 in slow?",v11,v13,39,hardware_2,slow
ambig_inc_4_32,"As of day 32, what is currently true about inc_4 in fast?",v2,v49,32,inc_4,fast
ambig_sts15_20,"As of day 20, what is currently true about sts15 in fast?",v1,v51,20,sts15,fast
ambig_hardware_1_50,"As of day 50, what is currently true about hardware_1 in slow?",v11,v18,50,hardware_1,slow
ambig_spec_6_51,"As of day 51, what is currently true about spec_6 in slow?",v3,v10,51,spec_6,slow
ambig_mdl_8_44,"As of day 44, what is currently true about mdl_8 in medium?",v1,v20,44,mdl_8,medium
ambig_doc_9_46,"As of day 46, what is currently true about doc_9 in fast?",v5,v46,46,doc_9,fast
ambig_doc_13_12,"As of day 12, what is currently true about doc_13 in fast?",v2,v50,12,doc_13,fast
ambig_status_3_55,"As of day 55, what is currently true about status_3 in fast?",v38,v41,55,status_3,fast
ambig_inc_10_57,"As of day 57, what is currently true about inc_10 in fast?",v4,v50,57,inc_10,fast
ambig_docs_13_31,"As of day 31, what is currently true about docs_13 in fast?",v20,v42,31,docs_13,fast
ambig_docs_2_14,"As of day 14, what is currently true about docs_2 in fast?",v9,v40,14,docs_2,fast
ambig_api_1_14,"As of day 14, what is currently true about api_1 in medium?",v1,v17,14,api_1,medium
ambig_incident_13_30,"As of day 30, what is currently true about incident_13 in fast?",v17,v44,30,incident_13,fast
ambig_incident_28_17,"As of day 17, what is currently true about incident_28 in fast?",v12,v45,17,incident_28,fast
ambig_inc_1_17,"As of day 17, what is currently true about inc_1 in fast?",v1,v50,17,inc_1,fast
ambig_sts17_21,"As of day 21, what is currently true about sts17 in fast?",v1,v43,21,sts17,fast
ambig_sts_12_33,"As of day 33, what is currently true about sts_12 in fast?",v2,v46,33,sts_12,fast
ambig_pricing_1_51,"As of day 51, what is currently true about pricing_1 in medium?",v16,v27,51,pricing_1,medium
ambig_sts12_57,"As of day 57, what is currently true about sts12 in fast?",v1,v42,57,sts12,fast
ambig_hardware_15_2,"As of day 2, what is currently true about hardware_15 in slow?",v1,v18,2,hardware_15,slow
ambig_model_26_1,"As of day 1, what is currently true about model_26 in medium?",v1,v24,1,model_26,medium
ambig_incident_8_26,"As of day 26, what is currently true about incident_8 in fast?",v18,v45,26,incident_8,fast
ambig_status_21_27,"As of day 27, what is currently true about status_21 in fast?",v18,v48,27,status_21,fast
ambig_incident_22_53,"As of day 53, what is currently true about incident_22 in fast?",v31,v34,53,incident_22,fast
ambig_mdl_9_30,"As of day 30, what is currently true about mdl_9 in medium?",v8,v19,30,mdl_9,medium
ambig_incident_12_46,"As of day 46, what is currently true about incident_12 in fast?",v34,v41,46,incident_12,fast
ambig_status_20_51,"As of day 51, what is currently true about status_20 in fast?",v30,v37,51,status_20,fast
ambig_status_3_23,"As of day 23, what is currently true about status_3 in fast?",v16,v41,23,status_3,fast
ambig_incident_7_7,"As of day 7, what is currently true about incident_7 in fast?",v6,v36,7,incident_7,fast
ambig_api_8_20,"As of day 20, what is currently true about api_8 in medium?",v3,v27,20,api_8,medium
ambig_sts_8_26,"As of day 26, what is currently true about sts_8 in fast?",v2,v49,26,sts_8,fast
ambig_incident_16_34,"As of day 34, what is currently true about incident_16 in fast?",v25,v35,34,incident_16,fast
ambig_inc_1_3,"As of day 3, what is currently true about inc_1 in fast?",v1,v50,3,inc_1,fast
ambig_sts3_31,"As of day 31, what is currently true about sts3 in fast?",v1,v42,31,sts3,fast
ambig_spec_23_10,"As of day 10, what is currently true about spec_23 in slow?",v3,v17,10,spec_23,slow
ambig_doc_17_14,"As of day 14, what is currently true about doc_17 in fast?",v3,v43,14,doc_17,fast
ambig_api_10_30,"As of day 30, what is currently true about api_10 in medium?",v5,v22,30,api_10,medium
ambig_sts18_51,"As of day 51, what is currently true about sts18 in fast?",v1,v47,51,sts18,fast
ambig_incident_25_42,"As of day 42, what is currently true about incident_25 in fast?",v29,v41,42,incident_25,fast
ambig_model_17_38,"As of day 38, what is currently true about model_17 in medium?",v12,v24,38,model_17,medium
ambig_sts_18_6,"As of day 6, what is currently true about sts_18 in fast?",v2,v48,6,sts_18,fast
ambig_pricing_10_37,"As of day 37, what is currently true about pricing_10 in medium?",v13,v24,37,pricing_10,medium
ambig_sts_10_37,"As of day 37, what is currently true about sts_10 in fast?",v10,v50,37,sts_10,fast
ambig_sts18_6,"As of day 6, what is currently true about sts18 in fast?",v1,v47,6,sts18,fast
ambig_inc_5_39,"As of day 39, what is currently true about inc_5 in fast?",v7,v39,39,inc_5,fast
ambig_incident_29_18,"As of day 18, what is currently true about incident_29 in fast?",v15,v44,18,incident_29,fast
ambig_sts1_29,"As of day 29, what is currently true about sts1 in fast?",v1,v44,29,sts1,fast
ambig_status_16_6,"As of day 6, what is currently true about status_16 in fast?",v5,v34,6,status_16,fast
ambig_incident_15_56,"As of day 56, what is currently true about incident_15 in fast?",v35,v38,56,incident_15,fast
ambig_inc_1_56,"As of day 56, what is currently true about inc_1 in fast?",v1,v50,56,inc_1,fast
ambig_sts14_30,"As of day 30, what is currently true about sts14 in fast?",v1,v43,30,sts14,fast
ambig_incident_20_51,"As of day 51, what is currently true about incident_20 in fast?",v27,v34,51,incident_20,fast
ambig_status_4_3,"As of day 3, what is currently true about status_4 in fast?",v3,v41,3,status_4,fast
ambig_docs_13_30,"As of day 30, what is currently true about docs_13 in fast?",v19,v42,30,docs_13,fast
ambig_sts8_40,"As of day 40, what is currently true about sts8 in fast?",v1,v47,40,sts8,fast
ambig_inc_8_29,"As of day 29, what is currently true about inc_8 in fast?",v1,v46,29,inc_8,fast
ambig_doc_11_56,"As of day 56, what is currently true about doc_11 in fast?",v1,v50,56,doc_11,fast
ambig_docs_1_5,"As of day 5, what is currently true about docs_1 in fast?",v4,v40,5,docs_1,fast
ambig_doc_3_13,"As of day 13, what is currently true about doc_3 in fast?",v7,v50,13,doc_3,fast
ambig_incident_5_20,"As of day 20, what is currently true about incident_5 in fast?",v15,v41,20,incident_5,fast
ambig_incident_16_58,"As of day 58, what is currently true about incident_16 in fast?",v33,v35,58,incident_16,fast
ambig_doc_5_39,"As of day 39, what is currently true about doc_5 in fast?",v1,v46,39,doc_5,fast
ambig_sts_17_54,"As of day 54, what is currently true about sts_17 in fast?",v3,v51,54,sts_17,fast
ambig_sts11_52,"As of day 52, what is currently true about sts11 in fast?",v1,v42,52,sts11,fast
ambig_incident_22_2,"As of day 2, what is currently true about incident_22 in fast?",v1,v34,2,incident_22,fast
ambig_docs_9_51,"As of day 51, what is currently true about docs_9 in fast?",v30,v36,51,docs_9,fast
ambig_incident_12_8,"As of day 8, what is currently true about incident_12 in fast?",v3,v41,8,incident_12,fast
ambig_incident_15_55,"As of day 55, what is currently true about incident_15 in fast?",v35,v38,55,incident_15,fast
ambig_spec_13_7,"As of day 7, what is currently true about spec_13 in slow?",v2,v13,7,spec_13,slow
ambig_sts_17_2,"As of day 2, what is currently true about sts_17 in fast?",v2,v51,2,sts_17,fast
ambig_sts_10_38,"As of day 38, what is currently true about sts_10 in fast?",v10,v50,38,sts_10,fast
ambig_docs_12_20,"As of day 20, what is currently true about docs_12 in fast?",v12,v36,20,docs_12,fast
ambig_pricing_15_32,"As of day 32, what is currently true about pricing_15 in medium?",v12,v19,32,pricing_15,medium
ambig_status_28_56,"As of day 56, what is currently true about status_28 in fast?",v44,v47,56,status_28,fast
ambig_sts6_42,"As of day 42, what is currently true about sts6 in fast?",v1,v46,42,sts6,fast
ambig_incident_12_17,"As of day 17, what is currently true about incident_12 in fast?",v10,v41,17,incident_12,fast
ambig_incident_19_12,"As of day 12, what is currently true about incident_19 in fast?",v9,v40,12,incident_19,fast
ambig_spec_5_13,"As of day 13, what is currently true about spec_5 in slow?",v1,v13,13,spec_5,slow
ambig_doc_10_57,"As of day 57, what is currently true about doc_10 in fast?",v6,v50,57,doc_10,fast
ambig_hardware_7_43,"As of day 43, what is currently true about hardware_7 in slow?",v8,v13,43,hardware_7,slow
ambig_sts_14_48,"As of day 48, what is currently true about sts_14 in fast?",v6,v51,48,sts_14,fast
ambig_status_16_24,"As of day 24, what is currently true about status_16 in fast?",v13,v34,24,status_16,fast
ambig_incident_20_28,"As of day 28, what is currently true about incident_20 in fast?",v15,v34,28,incident_20,fast
ambig_incident_7_18,"As of day 18, what is currently true about incident_7 in fast?",v13,v36,18,incident_7,fast
ambig_api4_59,"As of day 59, what is currently true about api4 in medium?",v1,v20,59,api4,medium
ambig_pricing_15_34,"As of day 34, what is currently true about pricing_15 in medium?",v14,v19,34,pricing_15,medium
ambig_hardware_19_52,"As of day 52, what is currently true about hardware_19 in slow?",v11,v16,52,hardware_19,slow
ambig_mdl_11_3,"As of day 3, what is currently true about mdl_11 in medium?",v2,v17,3,mdl_11,medium
ambig_status_18_21,"As of day 21, what is currently true about status_18 in fast?",v13,v41,21,status_18,fast
ambig_incident_28_38,"As of day 38, what is currently true about incident_28 in fast?",v27,v45,38,incident_28,fast
ambig_doc_8_22,"As of day 22, what is currently true about doc_8 in fast?",v7,v50,22,doc_8,fast
ambig_doc_9_18,"As of day 18, what is currently true about doc_9 in fast?",v5,v46,18,doc_9,fast
ambig_hardware_1_22,"As of day 22, what is currently true about hardware_1 in slow?",v7,v18,22,hardware_1,slow
ambig_model_29_3,"As of day 3, what is currently true about model_29 in medium?",v2,v24,3,model_29,medium
ambig_spec_4_10,"As of day 10, what is currently true about spec_4 in slow?",v4,v18,10,spec_4,slow
ambig_hardware_12_8,"As of day 8, what is currently true about hardware_12 in slow?",v4,v15,8,hardware_12,slow
ambig_inc_23_22,"As of day 22, what is currently true about inc_23 in fast?",v1,v41,22,inc_23,fast
ambig_sts_5_8,"As of day 8, what is currently true about sts_5 in fast?",v5,v45,8,sts_5,fast
ambig_status_4_7,"As of day 7, what is currently true about status_4 in fast?",v4,v41,7,status_4,fast
ambig_status_10_55,"As of day 55, what is currently true about status_10 in fast?",v34,v37,55,status_10,fast
ambig_spec_10_33,"As of day 33, what is currently true about spec_10 in slow?",v6,v18,33,spec_10,slow
ambig_inc_18_35,"As of day 35, what is currently true about inc_18 in fast?",v1,v48,35,inc_18,fast
ambig_model_1_39,"As of day 39, what is currently true about model_1 in medium?",v12,v21,39,model_1,medium
ambig_prc_3_17,"As of day 17, what is currently true about prc_3 in medium?",v2,v22,17,prc_3,medium
ambig_status_15_51,"As of day 51, what is currently true about status_15 in fast?",v30,v36,51,status_15,fast
ambig_sts_12_10,"As of day 10, what is currently true about sts_12 in fast?",v2,v46,10,sts_12,fast
ambig_status_22_15,"As of day 15, what is currently true about status_22 in fast?",v9,v38,15,status_22,fast
ambig_api_9_44,"As of day 44, what is currently true about api_9 in medium?",v1,v19,44,api_9,medium
ambig_doc_16_11,"As of day 11, what is currently true about doc_16 in fast?",v8,v51,11,doc_16,fast
ambig_incident_25_4,"As of day 4, what is currently true about incident_25 in fast?",v4,v41,4,incident_25,fast
ambig_incident_9_28,"As of day 28, what is currently true about incident_9 in fast?",v14,v37,28,incident_9,fast
ambig_status_10_44,"As of day 44, what is currently true about status_10 in fast?",v27,v37,44,status_10,fast
ambig_pricing_3_21,"As of day 21, what is currently true about pricing_3 in medium?",v11,v28,21,pricing_3,medium
ambig_sts19_27,"As of day 27, what is currently true about sts19 in fast?",v1,v50,27,sts19,fast
ambig_model_17_2,"As of day 2, what is currently true about model_17 in medium?",v2,v24,2,model_17,medium
ambig_api8_40,"As of day 40, what is currently true about api8 in medium?",v1,v10,40,api8,medium
ambig_api0_35,"As of day 35, what is currently true about api0 in medium?",v1,v13,35,api0,medium
ambig_status_3_27,"As of day 27, what is currently true about status_3 in fast?",v19,v41,27,status_3,fast
ambig_status_1_4,"As of day 4, what is currently true about status_1 in fast?",v3,v39,4,status_1,fast
ambig_docs_19_15,"As of day 15, what is currently true about docs_19 in fast?",v8,v37,15,docs_19,fast
ambig_inc_2_15,"As of day 15, what is currently true about inc_2 in fast?",v12,v49,15,inc_2,fast
ambig_status_19_7,"As of day 7, what is currently true about status_19 in fast?",v5,v42,7,status_19,fast
ambig_api_14_43,"As of day 43, what is currently true about api_14 in medium?",v3,v18,43,api_14,medium
ambig_inc_3_51,"As of day 51, what is currently true about inc_3 in fast?",v3,v46,51,inc_3,fast
ambig_inc_13_47,"As of day 47, what is currently true about inc_13 in fast?",v2,v47,47,inc_13,fast
ambig_sts_1_10,"As of day 10, what is currently true about sts_1 in fast?",v2,v52,10,sts_1,fast
ambig_docs_12_52,"As of day 52, what is currently true about docs_12 in fast?",v32,v36,52,docs_12,fast
ambig_doc_7_38,"As of day 38, what is currently true about doc_7 in fast?",v1,v50,38,doc_7,fast
ambig_spec_17_22,"As of day 22, what is currently true about spec_17 in slow?",v4,v12,22,spec_17,slow
ambig_api_28_19,"As of day 19, what is currently true about api_28 in medium?",v6,v22,19,api_28,medium
ambig_pricing_14_52,"As of day 52, what is currently true about pricing_14 in medium?",v21,v23,52,pricing_14,medium
ambig_docs_3_19,"As of day 19, what is currently true about docs_3 in fast?",v14,v42,19,docs_3,fast
ambig_status_27_35,"As of day 35, what is currently true about status_27 in fast?",v28,v45,35,status_27,fast
ambig_incident_7_11,"As of day 11, what is currently true about incident_7 in fast?",v8,v36,11,incident_7,fast
ambig_mdl_0_13,"As of day 13, what is currently true about mdl_0 in medium?",v1,v20,13,mdl_0,medium
ambig_incident_16_53,"As of day 53, what is currently true about incident_16 in fast?",v30,v35,53,incident_16,fast
ambig_doc_11_44,"As of day 44, what is currently true about doc_11 in fast?",v1,v50,44,doc_11,fast
ambig_api_11_6,"As of day 6, what is currently true about api_11 in medium?",v2,v20,6,api_11,medium
ambig_sts_14_57,"As of day 57, what is currently true about sts_14 in fast?",v6,v51,57,sts_14,fast
ambig_doc_0_15,"As of day 15, what is currently true about doc_0 in fast?",v3,v49,15,doc_0,fast
ambig_api_15_11,"As of day 11, what is currently true about api_15 in medium?",v5,v29,11,api_15,medium
ambig_incident_6_55,"As of day 55, what is currently true about incident_6 in fast?",v33,v38,55,incident_6,fast
ambig_mdl_0_44,"As of day 44, what is currently true about mdl_0 in medium?",v1,v20,44,mdl_0,medium
ambig_status_10_11,"As of day 11, what is currently true about status_10 in fast?",v9,v37,11,status_10,fast
ambig_inc_0_24,"As of day 24, what is currently true about inc_0 in fast?",v1,v45,24,inc_0,fast
ambig_docs_10_53,"As of day 53, what is currently true about docs_10 in fast?",v29,v33,53,docs_10,fast
ambig_doc_16_52,"As of day 52, what is currently true about doc_16 in fast?",v8,v51,52,doc_16,fast
ambig_incident_11_6,"As of day 6, what is currently true about incident_11 in fast?",v4,v34,6,incident_11,fast
ambig_inc_24_15,"As of day 15, what is currently true about inc_24 in fast?",v1,v47,15,inc_24,fast
ambig_spec_0_29,"As of day 29, what is currently true about spec_0 in slow?",v2,v14,29,spec_0,slow
ambig_spec_20_24,"As of day 24, what is currently true about spec_20 in slow?",v8,v15,24,spec_20,slow
ambig_api_10_3,"As of day 3, what is currently true about api_10 in medium?",v1,v22,3,api_10,medium
ambig_docs_14_33,"As of day 33, what is currently true about docs_14 in fast?",v18,v31,33,docs_14,fast
ambig_spec_7_27,"As of day 27, what is currently true about spec_7 in slow?",v1,v20,27,spec_7,slow
ambig_sts12_18,"As of day 18, what is currently true about sts12 in fast?",v1,v42,18,sts12,fast
ambig_sts_2_9,"As of day 9, what is currently true about sts_2 in fast?",v2,v47,9,sts_2,fast
ambig_spec_25_13,"As of day 13, what is currently true about spec_25 in slow?",v5,v20,13,spec_25,slow
ambig_status_27_37,"As of day 37, what is currently true about status_27 in fast?",v29,v45,37,status_27,fast
ambig_api6_48,"As of day 48, what is currently true about api6 in medium?",v1,v8,48,api6,medium
